Year,Province name,District Number,Election,registered_voters,valid_votes,invalid_votes,"Candidate names, President and Vice President",Candidate pair number,Number of valid votes,Elected to the presidency,Percentage of valid votes,District number,Number of valid votes for each candidate pair,V12,Validation,V14,V15
2024,Kalimantan Timur,,President & Vice President,2778644,2230535,47506,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,448046,,0,,
2024,Kalimantan Timur,,President & Vice President,2778644,2230535,47506,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,1542346,,,,
2024,Kalimantan Timur,,President & Vice President,2778644,2230535,47506,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,240143,,,,
2024,Kalimantan Utara,,President & Vice President,504252,407725,5407,"",,,,,1,,,,,
2024,Kalimantan Utara,,President & Vice President,504252,407725,5407,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,72065,,0,,
2024,Kalimantan Utara,,President & Vice President,504252,407725,5407,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,284209,,,,
2024,Kalimantan Utara,,President & Vice President,504252,407725,5407,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,51451,,,,
2024,Bangka Belitung,,President & Vice President,1067434,885340,30938,"",,,,,1,,,,,
2024,Bangka Belitung,,President & Vice President,1067434,885340,30938,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,204348,,0,,
2024,Bangka Belitung,,President & Vice President,1067434,885340,30938,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,529883,,,,
2024,Bangka Belitung,,President & Vice President,1067434,885340,30938,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,151109,,,,
2024,KEP.Riau,,President & Vice President,1500974,1152792,19041,"",,,,,1,,,,,
2024,KEP.Riau,,President & Vice President,1500974,1152792,19041,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,370671,,0,,
2024,KEP.Riau,,President & Vice President,1500974,1152792,19041,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,641388,,,,
2024,KEP.Riau,,President & Vice President,1500974,1152792,19041,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,140733,,,,
2024,Lampung,,President & Vice President,6539128,5110688,95620,"",,,,,1,,,,,
2024,Lampung,,President & Vice President,6539128,5110688,95620,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,791892,,0,,
2024,Lampung,,President & Vice President,6539128,5110688,95620,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,3554310,,,,
2024,Lampung,,President & Vice President,6539128,5110688,95620,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,764486,,,,
2024,Maluku,,President & Vice President,1341012,1080323,15467,"",,,,,1,,,,,
2024,Maluku,,President & Vice President,1341012,1080323,15467,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,228557,,0,,
2024,Maluku,,President & Vice President,1341012,1080323,15467,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,665371,,,,
2024,Maluku,,President & Vice President,1341012,1080323,15467,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,186395,,,,
2024,Maluku Utara,,President & Vice President,953978,746695,12117,"",,,,,1,,,,,
2024,Maluku Utara,,President & Vice President,953978,746695,12117,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,200459,,0,,
2024,Maluku Utara,,President & Vice President,953978,746695,12117,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,454943,,,,
2024,Maluku Utara,,President & Vice President,953978,746695,12117,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,91293,,,,
2024,Nusa Tenggara Barat,,President & Vice President,3918291,3246488,78124,"",,,,,1,,,,,
2024,Nusa Tenggara Barat,,President & Vice President,3918291,3246488,78124,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,850539,,0,,
2024,Nusa Tenggara Barat,,President & Vice President,3918291,3246488,78124,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,2154843,,,,
2024,Nusa Tenggara Barat,,President & Vice President,3918291,3246488,78124,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,241106,,,,
2024,Nusa Tenggara Timur,,President & Vice President,4008475,2910704,44092,"",,,,,1,,,,,
2024,Nusa Tenggara Timur,,President & Vice President,4008475,2910704,44092,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,153446,,0,,
2024,Nusa Tenggara Timur,,President & Vice President,4008475,2910704,44092,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,1798753,,,,
2024,Nusa Tenggara Timur,,President & Vice President,4008475,2910704,44092,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,958505,,,,
2024,Papua,,President & Vice President,727835,625034,59471,"",,,,,1,,,,,
2024,Papua,,President & Vice President,727835,625034,59471,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,67592,,0,,
2024,Papua,,President & Vice President,727835,625034,59471,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,378908,,,,
2024,Papua,,President & Vice President,727835,625034,59471,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,178534,,,,
2024,Papua Barat,,President & Vice President,385465,330989,5714,"",,,,,1,,,,,
2024,Papua Barat,,President & Vice President,385465,330989,5714,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,37459,,0,,
2024,Papua Barat,,President & Vice President,385465,330989,5714,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,172965,,,,
2024,Papua Barat,,President & Vice President,385465,330989,5714,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,120565,,,,
2024,Papua Barat Daya,,President & Vice President,440826,357707,8602,"",,,,,1,,,,,
2024,Papua Barat Daya,,President & Vice President,440826,357707,8602,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,48405,,0,,
2024,Papua Barat Daya,,President & Vice President,440826,357707,8602,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,209403,,,,
2024,Papua Barat Daya,,President & Vice President,440826,357707,8602,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,99899,,,,
2024,Papua Selatan,,President & Vice President,367269,314761,5625,"",,,,,1,,,,,
2024,Papua Selatan,,President & Vice President,367269,314761,5625,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,41906,,0,,
2024,Papua Selatan,,President & Vice President,367269,314761,5625,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,162852,,,,
2024,Papua Selatan,,President & Vice President,367269,314761,5625,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,110003,,,,
2024,Papua Tengah,,President & Vice President,,1102282,,"",,,,,1,,,,,
2024,Papua Tengah,,President & Vice President,,1102282,,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,128577,,0,,
2024,Papua Tengah,,President & Vice President,,1102282,,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,638616,,,,
2024,Papua Tengah,,President & Vice President,,1102282,,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,335089,,,,
2024,Papua Pegunungan,,President & Vice President,,1298522,,"",,,,,1,,,,,
2024,Papua Pegunungan,,President & Vice President,,1298522,,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,284184,,0,,
2024,Papua Pegunungan,,President & Vice President,,1298522,,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,838382,,,,
2024,Papua Pegunungan,,President & Vice President,,1298522,,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,175956,,,,
2024,Riau,,President & Vice President,4732174,3688504,60426,"",,,,,1,,,,,
2024,Riau,,President & Vice President,4732174,3688504,60426,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,1400093,,0,,
2024,Riau,,President & Vice President,4732174,3688504,60426,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,1931113,,,,
2024,Riau,,President & Vice President,4732174,3688504,60426,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,357298,,,,
2024,Sulawesi Barat,,President & Vice President,985760,819424,533757,"",,,,,1,,,,,
2024,Sulawesi Barat,,President & Vice President,985760,819424,533757,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,223153,,0,,
2024,Sulawesi Barat,,President & Vice President,985760,819424,533757,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,533757,,,,
2024,Sulawesi Barat,,President & Vice President,985760,819424,533757,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,62514,,,,
2024,Sulawesi Selatan,,President & Vice President,6670582,5279755,94598,"",,,,,1,,,,,
2024,Sulawesi Selatan,,President & Vice President,6670582,5279755,94598,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,2003081,,0,,
2024,Sulawesi Selatan,,President & Vice President,6670582,5279755,94598,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,3010726,,,,
2024,Sulawesi Selatan,,President & Vice President,6670582,5279755,94598,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,265948,,,,
2024,Sulawesi Tengah,,President & Vice President,2236703,1798650,23792,"",,,,,1,,,,,
2024,Sulawesi Tengah,,President & Vice President,2236703,1798650,23792,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,386743,,0,,
2024,Sulawesi Tengah,,President & Vice President,2236703,1798650,23792,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,1251313,,,,
2024,Sulawesi Tengah,,President & Vice President,2236703,1798650,23792,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,160594,,,,
2024,Sulawesi Tenggara,,President & Vice President,1867931,1565656,25263,"",,,,,1,,,,,
2024,Sulawesi Tenggara,,President & Vice President,1867931,1565656,25263,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,361585,,0,,
2024,Sulawesi Tenggara,,President & Vice President,1867931,1565656,25263,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,1113344,,,,
2024,Sulawesi Tenggara,,President & Vice President,1867931,1565656,25263,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,90727,,,,
2024,Sulawesi Utara,,President & Vice President,1969603,1631968,15037,"",,,,,1,,,,,
2024,Sulawesi Utara,,President & Vice President,1969603,1631968,15037,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,119103,,0,,
2024,Sulawesi Utara,,President & Vice President,1969603,1631968,15037,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,1229069,,,,
2024,Sulawesi Utara,,President & Vice President,1969603,1631968,15037,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,283796,,,,
2024,Sumatera Barat,,President & Vice President,3775910,3085400,42946,"",,,,,1,,,,,
2024,Sumatera Barat,,President & Vice President,3775910,3085400,42946,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,1744042,,0,,
2024,Sumatera Barat,,President & Vice President,3775910,3085400,42946,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,1217314,,,,
2024,Sumatera Barat,,President & Vice President,3775910,3085400,42946,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,124044,,,,
2024,Sumatera Selatan,,President & Vice President,6017438,5253631,182496,"",,,,,1,,,,,
2024,Sumatera Selatan,,President & Vice President,6017438,5253631,182496,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,997299,,0,,
2024,Sumatera Selatan,,President & Vice President,6017438,5253631,182496,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,3649651,,,,
2024,Sumatera Selatan,,President & Vice President,6017438,5253631,182496,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,606681,,,,
2024,Sumatera Utara,,President & Vice President,10471779,7999556,150232,"",,,,,1,,,,,
2024,Sumatera Utara,,President & Vice President,10471779,7999556,150232,"H. ANIES RASYID BASWEDAN, Ph.D. & Dr. (H.C.) H. A. MUHAIMIN ISKANDAR",1,,0,,1,2339620,,0,,
2024,Sumatera Utara,,President & Vice President,10471779,7999556,150232,H. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA,2,,1,,1,4660408,,,,
2024,Sumatera Utara,,President & Vice President,10471779,7999556,150232,"H. GANJAR PRANOWO, S.H. M.I.P & Prof. Dr. H. M. MAHFUD MD",3,,0,,1,999528,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
,"",,"",,,,"",,,,,,,,,,
